idno,psu,dweight,stratval,gvjbevn,gvhlthc,gvslvol,gvslvue,gvcldcr,gvpdlwk,sbprvpv,sbeqsoc,sbcwkfm
125720,257,2.5767, Leicestershire and Lincolnshire  ,4,10,10,6,9,9,4,4,2
125802,258,0.5153, Leicestershire and Lincolnshire  ,7,10,10,8,8,6,3,3,3
125803,258,0.5153, Leicestershire and Lincolnshire  ,5,7,7,2,2,2,4,4,2
125804,258,1.0307, Leicestershire and Lincolnshire  ,5,10,10,6,5,5,3,3,3
125805,258,0.5153, Leicestershire and Lincolnshire  ,5,5,8,3,5,3,3,3,2
125806,258,1.0307, Leicestershire and Lincolnshire  ,5,9,9,4,4,4,3,3,4
125807,258,0.5153, Leicestershire and Lincolnshire  ,8,9,9,4,8,9,3,3,2
125810,258,1.546, Leicestershire and Lincolnshire  ,8,8,7,4,7,8,2,4,3
125811,258,0.5153, Leicestershire and Lincolnshire  ,9,10,10,7,6,6,2,2,3
125813,258,0.5153, Leicestershire and Lincolnshire  ,3,10,10,4,NA,5,3,3,3
125815,258,0.5153, Leicestershire and Lincolnshire  ,9,10,10,4,4,6,3,3,4
125816,258,1.0307, Leicestershire and Lincolnshire  ,6,8,8,7,6,8,2,4,3
125820,258,1.546, Leicestershire and Lincolnshire  ,8,10,10,7,5,5,2,4,4
125903,259,0.5153, Leicestershire and Lincolnshire  ,4,4,4,4,4,4,3,2,3
125904,259,0.5153, Leicestershire and Lincolnshire  ,5,7,7,4,5,8,2,2,2
125905,259,0.5153, Leicestershire and Lincolnshire  ,10,10,10,3,10,9,4,3,3
125906,259,1.546, Leicestershire and Lincolnshire  ,4,8,9,5,9,9,2,2,3
125908,259,2.5767, Leicestershire and Lincolnshire  ,6,7,7,4,5,3,3,4,3
125909,259,1.0307, Leicestershire and Lincolnshire  ,7,9,8,5,5,7,2,3,3
125911,259,0.5153, Leicestershire and Lincolnshire  ,2,8,8,4,4,8,3,2,3
125913,259,1.0307, Leicestershire and Lincolnshire  ,5,8,6,4,5,0,2,2,5
125914,259,0.5153, Leicestershire and Lincolnshire  ,7,10,10,10,10,8,2,2,3
125916,259,1.0307, Leicestershire and Lincolnshire  ,4,4,7,6,4,5,2,2,3
125917,259,1.546, Leicestershire and Lincolnshire  ,6,6,6,6,6,6,4,3,3
125918,259,1.0307, Leicestershire and Lincolnshire  ,5,5,5,5,5,5,3,3,3
125919,259,1.546, Leicestershire and Lincolnshire  ,3,6,9,3,3,0,3,3,3
125920,259,0.5153, Leicestershire and Lincolnshire  ,5,6,6,6,6,6,3,3,2
126002,260,1.0307, Leicestershire and Lincolnshire  ,5,7,8,5,4,7,3,2,2
126003,260,1.0307, Leicestershire and Lincolnshire  ,10,10,10,8,8,10,4,2,1
126005,260,0.5153, Leicestershire and Lincolnshire  ,6,6,8,3,3,5,3,3,3
126007,260,2.0613, Leicestershire and Lincolnshire  ,4,7,8,4,6,7,4,4,4
126008,260,0.5153, Leicestershire and Lincolnshire  ,8,8,9,3,7,6,3,3,2
126011,260,1.0307, Leicestershire and Lincolnshire  ,5,6,7,8,8,7,3,3,3
126012,260,1.0307, Leicestershire and Lincolnshire  ,7,6,6,6,6,6,3,2,2
126013,260,0.5153, Leicestershire and Lincolnshire  ,6,10,10,7,7,10,3,3,3
126015,260,2.0613, Leicestershire and Lincolnshire  ,6,9,9,5,5,5,3,2,3
126016,260,1.0307, Leicestershire and Lincolnshire  ,5,5,6,5,8,8,3,2,2
126019,260,1.0307, Leicestershire and Lincolnshire  ,5,5,5,5,5,5,3,3,3
126101,261,1.0307, Nottinghamshire and Derbyshire  ,NA,8,8,7,7,7,2,3,3
126103,261,2.0613, Nottinghamshire and Derbyshire  ,3,7,8,3,7,8,2,4,2
126106,261,2.0613, Nottinghamshire and Derbyshire  ,7,10,8,5,10,10,2,4,2
126108,261,0.5153, Nottinghamshire and Derbyshire  ,4,8,10,4,10,9,1,2,1
126109,261,1.0307, Nottinghamshire and Derbyshire  ,5,8,8,8,7,8,3,3,2
126110,261,0.5153, Nottinghamshire and Derbyshire  ,8,10,10,10,8,6,3,2,3
126112,261,1.546, Nottinghamshire and Derbyshire  ,5,8,8,7,6,6,2,3,2
126113,261,1.0307, Nottinghamshire and Derbyshire  ,10,10,10,0,5,10,4,4,4
126114,261,1.0307, Nottinghamshire and Derbyshire  ,5,10,10,5,8,9,3,3,2
126116,261,1.0307, Nottinghamshire and Derbyshire  ,8,10,10,5,3,5,2,2,3
126118,261,1.0307, Nottinghamshire and Derbyshire  ,5,10,10,5,9,9,4,3,2
126119,261,1.0307, Nottinghamshire and Derbyshire  ,10,10,10,5,7,5,2,2,2
126120,261,1.0307, Nottinghamshire and Derbyshire  ,4,9,9,2,8,7,3,2,2
126202,262,1.0307, Nottinghamshire and Derbyshire  ,5,10,10,8,6,3,2,4,2
126204,262,1.0307, Nottinghamshire and Derbyshire  ,4,7,5,4,5,6,4,4,2
126205,262,1.546, Nottinghamshire and Derbyshire  ,7,10,10,9,10,8,2,3,2
126209,262,1.0307, Nottinghamshire and Derbyshire  ,10,10,10,0,4,NA,4,5,4
126212,262,0.5153, Nottinghamshire and Derbyshire  ,5,10,10,10,5,7,2,2,2
126214,262,1.0307, Nottinghamshire and Derbyshire  ,7,10,10,2,5,9,2,4,2
126219,262,0.5153, Nottinghamshire and Derbyshire  ,4,8,8,5,6,6,1,2,2
126220,262,1.0307, Nottinghamshire and Derbyshire  ,6,8,5,1,5,6,2,2,2
126302,263,1.0307, Nottinghamshire and Derbyshire  ,4,7,7,5,5,3,2,3,2
126303,263,0.5153, Nottinghamshire and Derbyshire  ,7,10,10,8,5,10,4,4,3
126305,263,4, Nottinghamshire and Derbyshire  ,4,4,4,3,4,6,NA,3,3
126306,263,1.0307, Nottinghamshire and Derbyshire  ,7,10,10,7,8,8,2,2,2
126307,263,1.546, Nottinghamshire and Derbyshire  ,8,8,7,7,5,9,2,3,4
126308,263,0.5153, Nottinghamshire and Derbyshire  ,10,5,8,5,5,8,3,2,2
126309,263,1.0307, Nottinghamshire and Derbyshire  ,9,8,8,6,7,8,2,3,3
126310,263,1.0307, Nottinghamshire and Derbyshire  ,7,7,8,6,6,7,3,2,2
126311,263,1.0307, Nottinghamshire and Derbyshire  ,5,5,5,5,5,5,2,4,2
126312,263,1.0307, Nottinghamshire and Derbyshire  ,5,5,5,4,6,7,3,3,3
126315,263,0.5153, Nottinghamshire and Derbyshire  ,8,8,10,7,7,9,3,2,2
126316,263,1.0307, Nottinghamshire and Derbyshire  ,7,9,8,6,4,3,2,4,3
126319,263,1.0307, Nottinghamshire and Derbyshire  ,3,9,7,5,8,8,2,4,2
126401,264,1.0307, Nottinghamshire and Derbyshire  ,7,8,8,7,7,7,2,2,2
126402,264,1.0307, Nottinghamshire and Derbyshire  ,6,10,10,2,5,10,2,2,2
126410,264,0.5153, Nottinghamshire and Derbyshire  ,6,9,9,5,7,8,4,2,2
126411,264,0.5153, Nottinghamshire and Derbyshire  ,8,9,8,6,8,NA,2,4,2
126412,264,1.546, Nottinghamshire and Derbyshire  ,2,10,10,1,3,8,4,4,3
126413,264,0.5153, Nottinghamshire and Derbyshire  ,5,6,7,7,4,5,4,4,3
126414,264,1.0307, Nottinghamshire and Derbyshire  ,7,9,8,5,8,5,2,4,3
126417,264,1.0307, Nottinghamshire and Derbyshire  ,8,9,9,6,7,6,3,2,2
126418,264,1.546, Nottinghamshire and Derbyshire  ,4,10,10,5,8,5,3,2,2
126419,264,1.0307, Nottinghamshire and Derbyshire  ,4,8,8,5,3,4,3,4,4
126420,264,2.0613, Nottinghamshire and Derbyshire  ,2,7,4,2,4,4,2,3,2
126501,265,1.0307, Nottinghamshire and Derbyshire  ,7,9,9,3,2,5,2,5,2
126503,265,0.5153, Nottinghamshire and Derbyshire  ,5,10,8,3,7,10,2,3,3
126504,265,1.0307, Nottinghamshire and Derbyshire  ,5,10,10,2,10,10,2,4,3
126505,265,1.546, Nottinghamshire and Derbyshire  ,7,8,7,5,7,6,2,3,3
126507,265,1.0307, Nottinghamshire and Derbyshire  ,5,9,7,4,7,6,2,2,2
126511,265,1.0307, Nottinghamshire and Derbyshire  ,4,8,8,7,5,7,2,3,2
126512,265,1.0307, Nottinghamshire and Derbyshire  ,6,7,5,2,7,9,2,2,4
126514,265,1.0307, Nottinghamshire and Derbyshire  ,0,10,10,10,10,8,4,4,2
126515,265,1.0307, Nottinghamshire and Derbyshire  ,8,9,9,5,7,8,3,4,2
126517,265,1.0307, Nottinghamshire and Derbyshire  ,10,10,10,7,10,8,3,3,2
126518,265,0.5153, Nottinghamshire and Derbyshire  ,10,10,10,7,6,7,2,3,2
126519,265,1.0307, Nottinghamshire and Derbyshire  ,6,9,9,5,5,4,2,3,2
126520,265,0.5153, Nottinghamshire and Derbyshire  ,8,8,8,7,7,6,2,2,2
126601,266,1.0307, Nottinghamshire and Derbyshire  ,9,10,10,8,8,8,2,4,3
126606,266,1.0307, Nottinghamshire and Derbyshire  ,7,7,7,7,7,7,2,3,3
126607,266,2.0613, Nottinghamshire and Derbyshire  ,7,9,9,6,6,7,2,3,3
126608,266,1.0307, Nottinghamshire and Derbyshire  ,3,8,8,8,6,5,4,4,3
126609,266,1.0307, Nottinghamshire and Derbyshire  ,8,10,10,5,10,8,3,4,3
126612,266,1.0307, Nottinghamshire and Derbyshire  ,6,8,8,6,8,8,2,3,2
126613,266,0.5153, Nottinghamshire and Derbyshire  ,9,10,8,8,NA,5,5,5,5
126616,266,1.0307, Nottinghamshire and Derbyshire  ,4,5,6,3,5,5,NA,NA,3
126618,266,0.5153, Nottinghamshire and Derbyshire  ,3,10,10,7,5,5,4,3,4
126620,266,1.0307, Nottinghamshire and Derbyshire  ,5,5,7,5,6,6,3,3,3
126701,267,0.5153, Nottinghamshire and Derbyshire  ,8,9,9,5,8,9,2,2,2
126702,267,0.5153, Nottinghamshire and Derbyshire  ,6,10,10,5,10,7,1,3,2
126703,267,0.5153, Nottinghamshire and Derbyshire  ,10,9,8,6,8,8,2,2,2
126704,267,0.5153, Nottinghamshire and Derbyshire  ,10,10,10,7,9,9,2,2,2
126706,267,0.5153, Nottinghamshire and Derbyshire  ,8,10,9,8,9,10,4,3,4
126707,267,1.0307, Nottinghamshire and Derbyshire  ,10,10,10,6,9,10,2,1,1
126708,267,1.0307, Nottinghamshire and Derbyshire  ,8,10,10,7,9,7,2,2,2
126710,267,1.0307, Nottinghamshire and Derbyshire  ,10,10,10,8,8,8,2,2,2
126714,267,1.0307, Nottinghamshire and Derbyshire  ,9,10,10,10,10,10,2,2,2
126717,267,2.0613, Nottinghamshire and Derbyshire  ,7,8,8,4,7,8,2,2,2
126718,267,1.0307, Nottinghamshire and Derbyshire  ,7,10,10,6,10,10,2,4,2
126719,267,1.0307, Nottinghamshire and Derbyshire  ,8,10,9,5,8,9,2,2,2
126803,268,0.5153, Nottinghamshire and Derbyshire  ,8,8,10,7,NA,5,2,2,NA
126807,268,1.0307, Nottinghamshire and Derbyshire  ,4,7,7,5,6,7,NA,3,3
126808,268,1.0307, Nottinghamshire and Derbyshire  ,7,10,10,10,9,8,4,4,4
126811,268,0.5153, Nottinghamshire and Derbyshire  ,0,10,10,4,0,0,4,3,3
126812,268,0.5153, Nottinghamshire and Derbyshire  ,6,10,10,8,8,10,1,2,2
126820,268,0.5153, Nottinghamshire and Derbyshire  ,6,8,6,5,6,5,4,2,3
126901,269,1.0307, Cheshire  ,8,10,10,2,8,8,3,5,4
126902,269,0.5153, Cheshire  ,4,7,8,6,5,7,2,2,2
126903,269,1.0307, Cheshire  ,9,10,10,3,0,0,4,4,3
126905,269,1.0307, Cheshire  ,3,10,10,8,NA,6,2,4,NA
126909,269,2.0613, Cheshire  ,5,10,10,10,10,7,3,3,4
126910,269,1.546, Cheshire  ,7,10,10,5,10,10,2,2,2
126911,269,1.0307, Cheshire  ,3,8,7,5,8,7,2,3,4
126913,269,1.0307, Cheshire  ,1,7,9,9,9,10,3,2,1
126914,269,0.5153, Cheshire  ,1,7,4,2,7,7,4,4,2
126915,269,0.5153, Cheshire  ,5,8,10,7,10,10,3,4,4
126916,269,0.5153, Cheshire  ,7,10,9,7,4,9,3,3,4
126918,269,1.0307, Cheshire  ,2,9,9,8,NA,7,2,3,4
126919,269,1.0307, Cheshire  ,2,8,10,3,9,8,3,3,2
127003,270,1.0307, Cheshire  ,7,10,10,9,8,8,4,3,3
127006,270,0.5153, Cheshire  ,5,10,7,7,7,7,2,2,1
127007,270,0.5153, Cheshire  ,9,9,7,7,8,5,4,2,2
127008,270,1.0307, Cheshire  ,4,8,8,6,8,7,2,3,2
127009,270,0.5153, Cheshire  ,6,9,8,8,8,6,2,2,3
127010,270,1.0307, Cheshire  ,7,10,8,5,8,7,3,3,3
127011,270,1.0307, Cheshire  ,7,10,9,9,8,10,4,3,2
127012,270,1.0307, Cheshire  ,8,10,7,7,5,7,3,4,3
127014,270,1.0307, Cheshire  ,10,10,10,8,9,10,2,2,2
127015,270,1.0307, Cheshire  ,4,8,8,5,6,9,2,2,4
127018,270,1.0307, Cheshire  ,5,8,8,5,5,5,4,3,3
127020,270,1.0307, Cheshire  ,6,10,10,4,7,8,2,2,3
127102,271,1.0307, Cheshire  ,3,9,10,7,8,8,2,2,1
127106,271,0.5153, Cheshire  ,10,10,10,10,10,8,2,2,2
127114,271,0.5153, Cheshire  ,9,10,9,8,NA,8,3,3,2
127116,271,1.0307, Cheshire  ,8,10,10,7,NA,NA,3,3,3
127117,271,1.546, Cheshire  ,5,10,10,6,8,5,3,4,2
127120,271,1.0307, Cheshire  ,3,8,8,3,8,6,4,2,3
127205,272,1.0307, Cheshire  ,7,10,10,7,8,3,2,4,4
127208,272,0.5153, Cheshire  ,7,9,10,7,6,3,2,2,2
127209,272,1.0307, Cheshire  ,5,6,7,5,5,6,2,3,2
127211,272,0.5153, Cheshire  ,5,8,10,5,10,10,2,2,4
127212,272,1.0307, Cheshire  ,7,10,10,7,9,8,2,2,3
127213,272,0.5153, Cheshire  ,0,10,10,2,2,10,2,2,4
127214,272,0.5153, Cheshire  ,3,8,6,4,5,8,2,2,2
127215,272,1.0307, Cheshire  ,5,6,6,6,5,6,4,4,3
127216,272,1.0307, Cheshire  ,8,10,9,7,4,6,2,3,4
127218,272,0.5153, Cheshire  ,7,8,8,6,7,7,2,2,2
127219,272,1.0307, Cheshire  ,6,9,9,9,9,6,4,3,4
127301,273,0.5153, Merseyside  ,5,8,8,5,6,5,2,2,2
127303,273,1.546, Merseyside  ,4,8,8,5,6,6,3,2,2
127304,273,0.5153, Merseyside  ,10,10,10,10,10,9,2,2,2
127307,273,0.5153, Merseyside  ,8,6,8,6,6,8,2,4,2
127310,273,1.0307, Merseyside  ,8,8,8,6,8,6,2,4,4
127311,273,1.546, Merseyside  ,7,8,8,7,7,8,4,4,3
127314,273,1.0307, Merseyside  ,8,8,8,8,8,9,2,2,2
127315,273,1.0307, Merseyside  ,8,8,8,6,5,7,2,4,NA
127316,273,0.5153, Merseyside  ,10,10,10,4,10,8,2,3,4
127318,273,1.0307, Merseyside  ,7,10,8,5,8,8,2,2,3
127401,274,1.0307, Merseyside  ,2,10,10,9,9,9,3,4,3
127404,274,1.546, Merseyside  ,9,10,10,8,9,9,2,2,2
127406,274,1.546, Merseyside  ,6,9,9,8,8,10,4,4,4
127408,274,1.0307, Merseyside  ,5,10,10,8,10,10,2,1,2
127411,274,1.0307, Merseyside  ,9,10,10,1,9,10,4,4,2
127412,274,1.0307, Merseyside  ,10,10,10,10,10,10,1,2,1
127413,274,0.5153, Merseyside  ,10,10,10,10,10,6,2,4,2
127415,274,1.0307, Merseyside  ,7,10,8,5,5,5,4,2,2
127417,274,1.0307, Merseyside  ,8,10,8,7,NA,NA,1,4,2
127419,274,0.5153, Merseyside  ,6,8,7,6,7,7,4,2,2
127503,275,1.0307, Merseyside  ,8,8,8,4,4,7,2,2,3
127504,275,1.0307, Merseyside  ,3,8,8,1,6,7,2,2,3
127511,275,1.546, Merseyside  ,10,10,8,8,10,10,3,4,2
127513,275,0.5153, Merseyside  ,10,10,6,10,0,0,2,2,2
127516,275,1.0307, Merseyside  ,7,9,8,7,8,7,2,2,2
127518,275,0.5153, Merseyside  ,2,6,6,3,5,5,2,3,2
127601,276,1.0307, Merseyside  ,3,8,8,6,6,7,4,4,4
127602,276,0.5153, Merseyside  ,4,9,8,7,7,8,2,2,2
127603,276,2.0613, Merseyside  ,6,9,8,3,8,7,2,4,4
127604,276,1.0307, Merseyside  ,5,10,10,7,7,8,2,2,4
127606,276,2.0613, Merseyside  ,8,8,9,5,5,9,3,4,4
127610,276,0.5153, Merseyside  ,8,10,8,4,4,5,2,4,3
127615,276,1.0307, Merseyside  ,8,10,10,8,8,7,4,4,3
127617,276,0.8012, Merseyside  ,4,8,4,5,5,7,4,4,3
127618,276,0.5153, Merseyside  ,7,10,8,5,7,8,2,3,3
127620,276,0.5153, Merseyside  ,8,9,9,9,10,9,1,2,2
127703,277,0.5153, Merseyside  ,4,10,8,5,4,7,2,3,2
127706,277,0.5153, Merseyside  ,7,10,10,5,8,7,3,3,NA
127711,277,1.0307, Merseyside  ,9,9,8,8,8,7,3,3,3
127713,277,0.5153, Merseyside  ,5,9,9,5,7,8,2,2,3
127714,277,1.546, Merseyside  ,3,9,9,5,5,5,2,2,3
127715,277,1.0307, Merseyside  ,5,5,7,7,5,5,2,2,2
127719,277,1.546, Merseyside  ,5,10,10,5,5,8,2,2,2
127720,277,0.5153, Merseyside  ,10,10,10,10,10,10,1,2,2
127802,278,1.0307, Merseyside  ,10,10,10,8,8,10,3,3,2
127803,278,1.546, Merseyside  ,5,8,8,4,8,6,2,3,3
127808,278,1.0307, Merseyside  ,6,10,10,8,9,7,2,4,4
127809,278,2.5767, Merseyside  ,6,7,7,6,8,5,2,2,4
127811,278,1.0307, Merseyside  ,3,8,9,3,9,6,3,4,3
127813,278,0.5153, Merseyside  ,3,10,10,7,10,10,3,3,2
127814,278,2.0613, Merseyside  ,6,10,10,7,7,8,4,2,2
127816,278,1.546, Merseyside  ,7,8,7,4,8,8,2,3,2
127818,278,0.5153, Merseyside  ,5,10,10,7,10,10,3,3,3
127906,279,1.0307, Greater Manchester  ,8,4,8,8,8,8,2,2,2
127907,279,0.5153, Greater Manchester  ,7,7,9,7,10,10,2,3,4
127908,279,1.0307, Greater Manchester  ,7,7,9,4,9,8,4,3,3
127909,279,0.5153, Greater Manchester  ,5,7,7,7,8,8,3,3,2
127911,279,1.0307, Greater Manchester  ,9,9,10,4,10,8,2,2,2
127914,279,0.5153, Greater Manchester  ,7,7,10,6,7,5,NA,3,4
127915,279,1.0307, Greater Manchester  ,7,7,5,5,10,10,3,2,2
127916,279,1.546, Greater Manchester  ,8,10,10,10,10,10,3,3,3
127918,279,1.0307, Greater Manchester  ,10,10,10,7,10,10,1,1,2
127920,279,0.5153, Greater Manchester  ,2,7,7,5,5,6,2,3,2
128001,280,1.546, Greater Manchester  ,6,7,7,7,7,6,2,3,2
128002,280,1.0307, Greater Manchester  ,4,7,6,5,5,5,2,2,3
128003,280,0.5153, Greater Manchester  ,8,10,10,5,8,10,2,2,2
128005,280,0.5153, Greater Manchester  ,5,7,7,7,9,8,3,4,3
128007,280,1.0307, Greater Manchester  ,6,8,8,7,8,7,3,4,2
128011,280,1.0307, Greater Manchester  ,5,8,8,6,7,8,2,3,3
128015,280,2.0613, Greater Manchester  ,10,10,9,8,8,9,2,3,2
128018,280,1.0307, Greater Manchester  ,6,9,8,8,7,6,2,4,2
128019,280,1.0307, Greater Manchester  ,6,8,6,3,6,5,2,2,2
128101,281,1.0307, Greater Manchester  ,6,10,8,8,7,8,2,2,2
128103,281,1.0307, Greater Manchester  ,5,8,5,5,5,5,4,2,2
128104,281,1.0307, Greater Manchester  ,6,9,9,8,9,9,2,3,2
128107,281,1.546, Greater Manchester  ,1,10,9,6,5,8,1,5,4
128108,281,1.0307, Greater Manchester  ,9,10,10,7,10,10,1,2,1
128109,281,2.0613, Greater Manchester  ,2,8,8,3,5,8,4,4,2
128110,281,1.0307, Greater Manchester  ,1,8,8,5,5,NA,2,3,2
128114,281,1.0307, Greater Manchester  ,0,10,9,8,8,2,2,2,3
128116,281,1.0307, Greater Manchester  ,6,7,8,4,NA,8,2,4,2
128117,281,1.0307, Greater Manchester  ,3,7,6,4,5,6,2,3,4
128204,282,1.0307, Greater Manchester  ,5,7,8,7,5,4,2,2,2
128206,282,1.0307, Greater Manchester  ,9,6,9,9,8,8,2,2,2
128207,282,0.5153, Greater Manchester  ,5,8,7,7,5,7,2,2,2
128209,282,1.0307, Greater Manchester  ,5,6,9,7,5,8,2,2,2
128213,282,1.0307, Greater Manchester  ,5,10,10,7,10,10,4,4,2
128217,282,1.546, Greater Manchester  ,8,8,7,8,8,8,2,2,2
128220,282,2.0613, Greater Manchester  ,5,7,6,3,6,6,2,2,2
128302,283,0.5153, Greater Manchester  ,10,8,5,5,8,8,2,2,4
128303,283,1.546, Greater Manchester  ,7,0,10,5,7,7,1,4,2
128305,283,1.0307, Greater Manchester  ,10,10,10,5,10,10,2,4,2
128306,283,1.0307, Greater Manchester  ,6,9,8,6,8,6,1,4,3
128307,283,1.546, Greater Manchester  ,8,10,10,8,10,10,1,1,2
128308,283,2.0613, Greater Manchester  ,0,10,10,0,10,9,4,2,5
128310,283,1.546, Greater Manchester  ,6,3,7,4,7,3,2,2,2
128312,283,2.5767, Greater Manchester  ,0,10,10,5,0,5,3,2,4
128313,283,1.0307, Greater Manchester  ,5,10,10,5,5,7,2,2,2
128315,283,0.5153, Greater Manchester  ,4,7,7,6,6,8,2,3,2
128403,284,0.5153, Greater Manchester  ,8,9,9,2,9,9,4,2,4
128406,284,1.546, Greater Manchester  ,6,6,8,5,9,10,4,2,2
128409,284,0.5153, Greater Manchester  ,7,10,10,1,10,6,4,4,4
128410,284,1.0307, Greater Manchester  ,4,10,7,5,7,7,3,3,3
128411,284,1.0307, Greater Manchester  ,0,10,9,5,8,9,2,2,2
128412,284,1.0307, Greater Manchester  ,5,7,7,5,7,6,3,4,2
128413,284,1.0307, Greater Manchester  ,7,10,10,5,8,8,2,3,3
128416,284,0.5153, Greater Manchester  ,8,8,9,7,6,8,4,2,2
128418,284,0.5153, Greater Manchester  ,5,6,8,5,8,8,2,2,2
128419,284,1.0307, Greater Manchester  ,6,10,10,10,10,10,3,2,2
128501,285,1.0307, Greater Manchester  ,7,10,10,4,9,10,3,4,3
128504,285,1.0307, Greater Manchester  ,7,9,7,7,6,7,1,2,3
128506,285,1.0307, Greater Manchester  ,9,9,10,7,9,9,4,4,4
128507,285,0.5153, Greater Manchester  ,5,10,5,5,10,10,5,5,2
128508,285,2.0613, Greater Manchester  ,5,8,7,7,7,7,2,4,2
128515,285,2.5767, Greater Manchester  ,8,9,9,6,7,8,4,3,4
128516,285,1.0307, Greater Manchester  ,5,10,10,5,8,10,2,2,2
128517,285,2.0613, Greater Manchester  ,9,10,9,9,7,8,2,3,2
128602,286,1.546, Greater Manchester  ,NA,9,9,2,5,4,3,3,2
128603,286,0.5153, Greater Manchester  ,5,7,7,7,7,8,2,2,NA
128604,286,1.0307, Greater Manchester  ,8,7,7,7,7,7,NA,3,4
128611,286,0.5153, Greater Manchester  ,2,10,10,8,10,10,4,4,2
128612,286,0.5153, Greater Manchester  ,NA,8,NA,4,3,4,2,2,2
128613,286,1.0307, Greater Manchester  ,5,8,10,5,10,8,3,NA,2
128620,286,1.0307, Greater Manchester  ,3,10,10,5,5,8,2,2,2
128702,287,4, Greater Manchester  ,10,10,10,10,10,10,2,2,2
128703,287,1.546, Greater Manchester  ,8,8,8,8,8,8,4,3,3
128704,287,1.0307, Greater Manchester  ,6,7,7,6,7,7,2,2,4
128707,287,0.5153, Greater Manchester  ,5,9,8,6,6,6,3,4,1
128708,287,0.5153, Greater Manchester  ,9,10,10,5,6,5,4,4,3
128710,287,1.546, Greater Manchester  ,8,10,9,7,7,8,4,4,3
128716,287,0.5153, Greater Manchester  ,5,8,9,3,9,6,2,4,3
128717,287,1.0307, Greater Manchester  ,10,10,10,10,10,10,4,4,4
128718,287,1.546, Greater Manchester  ,7,9,8,5,5,8,4,5,3
128801,288,0.5153, Lancashire  ,8,10,10,10,8,8,3,3,2
128803,288,1.0307, Lancashire  ,5,8,8,8,8,7,2,2,2
128804,288,1.546, Lancashire  ,10,10,10,5,10,10,2,2,2
128807,288,1.0307, Lancashire  ,7,9,9,7,8,7,3,4,2
128808,288,1.0307, Lancashire  ,2,10,8,7,7,7,2,2,2
128809,288,1.0307, Lancashire  ,10,10,10,10,10,10,2,4,4
128810,288,0.5153, Lancashire  ,8,10,8,6,8,8,2,4,3
128811,288,1.0307, Lancashire  ,5,10,10,10,10,10,2,2,2
128812,288,1.546, Lancashire  ,10,10,10,10,10,10,2,2,3
128813,288,1.0307, Lancashire  ,7,10,8,5,10,8,2,4,2
128814,288,0.5153, Lancashire  ,10,10,10,5,7,7,2,2,2
128815,288,1.0307, Lancashire  ,2,10,10,6,8,8,3,3,2
128817,288,1.0307, Lancashire  ,6,10,10,7,7,9,3,4,2
128818,288,0.5153, Lancashire  ,5,10,10,7,8,8,2,4,2
128901,289,1.0307, Lancashire  ,6,8,10,6,8,8,5,3,2
128902,289,1.0307, Lancashire  ,0,9,8,4,0,8,2,2,4
128905,289,0.5153, Lancashire  ,5,9,9,5,5,9,2,3,3
128906,289,1.0307, Lancashire  ,8,10,8,4,6,5,2,4,2
128908,289,1.0307, Lancashire  ,6,9,6,4,4,7,4,5,4
128909,289,0.5153, Lancashire  ,5,8,8,4,5,5,NA,3,3
128910,289,1.0307, Lancashire  ,1,8,5,8,6,6,3,3,2
128911,289,1.0307, Lancashire  ,8,8,9,5,8,9,3,3,3
128915,289,1.0307, Lancashire  ,8,10,1,8,10,9,2,2,2
129004,290,1.546, Lancashire  ,6,7,8,7,6,6,2,2,3
129005,290,0.5153, Lancashire  ,6,8,8,6,6,5,2,4,2
129006,290,1.0307, Lancashire  ,6,10,8,6,9,8,4,2,2
129007,290,2.0613, Lancashire  ,8,10,9,8,9,8,2,2,2
129009,290,1.0307, Lancashire  ,4,9,9,9,7,5,2,2,2
129012,290,1.0307, Lancashire  ,7,8,10,2,5,10,4,4,4
129013,290,1.0307, Lancashire  ,2,8,7,3,8,8,3,3,2
129015,290,0.5153, Lancashire  ,10,7,9,7,8,7,2,4,2
129016,290,0.5153, Lancashire  ,5,8,9,6,8,8,3,3,3
129017,290,1.0307, Lancashire  ,2,8,7,7,8,8,2,3,2
129103,291,2.0613, Lancashire  ,9,10,7,10,5,10,2,2,2
129104,291,1.0307, Lancashire  ,5,10,10,8,8,9,2,2,3
129105,291,1.546, Lancashire  ,6,10,10,5,10,10,2,3,4
129106,291,1.0307, Lancashire  ,8,9,10,8,9,9,4,2,2
129107,291,1.0307, Lancashire  ,4,10,10,4,7,10,4,4,4
129108,291,2.5767, Lancashire  ,4,7,7,5,6,5,3,3,4
129109,291,1.546, Lancashire  ,10,10,10,10,10,10,2,4,4
129111,291,1.0307, Lancashire  ,7,8,10,4,8,8,2,4,4
129114,291,1.0307, Lancashire  ,8,10,10,8,8,10,2,4,2
129118,291,1.0307, Lancashire  ,5,10,10,3,7,6,2,5,4
129119,291,1.546, Lancashire  ,8,8,8,4,4,8,4,4,2
129201,292,0.5153, Lancashire  ,10,10,10,7,10,10,2,2,2
129204,292,0.5153, Lancashire  ,6,8,8,6,5,6,3,3,2
129206,292,0.5153, Lancashire  ,7,9,9,5,7,7,3,4,2
129208,292,1.0307, Lancashire  ,5,8,6,6,6,7,1,2,1
129210,292,0.5153, Lancashire  ,7,10,10,3,8,3,2,2,2
129211,292,1.0307, Lancashire  ,10,10,10,10,10,10,3,4,4
